query_id,tile_id,tile_size_m,source_tif,image_path,center_x,center_y,min_x,min_y,max_x,max_y,coverage_ratio,intersection_area_m2,contains_query_center,valid_pixel_ratio,black_pixel_ratio,truth_quality_score,is_strict_truth,is_soft_truth
q_005,s700_x253869.267_y3364694.404,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-87.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x253869.267_y3364694.404.png,253869.2673646185,3364694.404020838,253519.2673646185,3364344.404020838,254219.2673646185,3365044.404020838,0.517917,136202.095,1,0.096247,0.903753,0.049848,0,1
q_006,s700_x254394.267_y3364169.404,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-87.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254394.267_y3364169.404.png,254394.2673646185,3364169.404020838,254044.2673646185,3363819.404020838,254744.2673646185,3364519.404020838,1.000000,75044.232,1,0.012321,0.987679,0.012321,0,1
q_006,s200_x254597.293_y3364357.454,200.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s200_x254597.293_y3364357.454.png,254597.29280875245,3364357.454095203,254497.29280875245,3364257.454095203,254697.29280875245,3364457.454095203,0.469754,35252.333,1,0.359882,0.640118,0.169056,0,1
q_006,s300_x254422.293_y3364182.454,300.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s300_x254422.293_y3364182.454.png,254422.29280875245,3364182.454095203,254272.29280875245,3364032.454095203,254572.29280875245,3364332.454095203,0.424896,31886.000,1,1.000000,0.000000,0.424896,1,0
q_006,s300_x254422.293_y3364407.454,300.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s300_x254422.293_y3364407.454.png,254422.29280875245,3364407.454095203,254272.29280875245,3364257.454095203,254572.29280875245,3364557.454095203,0.402330,30192.510,1,0.540519,0.459481,0.217467,0,1
q_006,s300_x254647.293_y3364407.454,300.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s300_x254647.293_y3364407.454.png,254647.29280875245,3364407.454095203,254497.29280875245,3364257.454095203,254797.29280875245,3364557.454095203,0.505694,37949.427,1,0.159651,0.840349,0.080735,0,1
q_006,s500_x254297.293_y3364432.454,500.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x254297.293_y3364432.454.png,254297.29280875245,3364432.454095203,254047.29280875245,3364182.454095203,254547.29280875245,3364682.454095203,0.478257,35890.464,1,0.469614,0.530386,0.224597,0,1
q_006,s500_x254672.293_y3364057.454,500.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x254672.293_y3364057.454.png,254672.29280875245,3364057.454095203,254422.29280875245,3363807.454095203,254922.29280875245,3364307.454095203,0.456985,34294.059,1,0.317046,0.682954,0.144885,0,1
q_006,s500_x254672.293_y3364432.454,500.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x254672.293_y3364432.454.png,254672.29280875245,3364432.454095203,254422.29280875245,3364182.454095203,254922.29280875245,3364682.454095203,0.851284,63883.939,1,0.154947,0.845053,0.131904,0,1
q_006,s700_x254397.293_y3364157.454,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254397.293_y3364157.454.png,254397.29280875245,3364157.454095203,254047.29280875245,3363807.454095203,254747.29280875245,3364507.454095203,1.000000,75044.232,1,0.656916,0.343084,0.656916,1,0
q_006,s700_x254380.470_y3364085.367,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-87.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254380.470_y3364085.367.png,254380.4698876719,3364085.3665024354,254030.4698876719,3363735.3665024354,254730.4698876719,3364435.3665024354,0.958591,71936.749,1,0.002706,0.997294,0.002594,0,1
q_006,s700_x254383.525_y3364073.418,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254383.525_y3364073.418.png,254383.5249487518,3364073.417860814,254033.5249487518,3363723.417860814,254733.5249487518,3364423.417860814,0.937530,70356.191,1,0.096265,0.903735,0.090252,0,1
q_007,s700_x254408.067_y3364778.442,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254408.067_y3364778.442.png,254408.06710738334,3364778.4419510043,254058.06710738334,3364428.4419510043,254758.06710738334,3365128.4419510043,0.582041,152051.258,0,0.012302,0.987698,0.007160,0,1
q_007,s500_x254311.063_y3364666.491,500.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x254311.063_y3364666.491.png,254311.06292971745,3364666.490741796,254061.06292971745,3364416.490741796,254561.06292971745,3364916.490741796,0.454106,118629.746,0,0.978144,0.021856,0.444181,1,0
q_007,s700_x254411.063_y3364766.491,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254411.063_y3364766.491.png,254411.06292971745,3364766.490741796,254061.06292971745,3364416.490741796,254761.06292971745,3365116.490741796,0.607865,158797.428,0,0.656909,0.343091,0.399312,1,0
q_007,s700_x254394.267_y3364169.404,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-87.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254394.267_y3364169.404.png,254394.2673646185,3364169.404020838,254044.2673646185,3363819.404020838,254744.2673646185,3364519.404020838,0.630116,164610.209,1,0.012321,0.987679,0.007764,0,1
q_007,s700_x254394.267_y3364694.404,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-87.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254394.267_y3364694.404.png,254394.2673646185,3364694.404020838,254044.2673646185,3364344.404020838,254744.2673646185,3365044.404020838,0.756953,197744.800,0,0.002703,0.997297,0.002046,0,1
q_007,s500_x254297.293_y3364432.454,500.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x254297.293_y3364432.454.png,254297.29280875245,3364432.454095203,254047.29280875245,3364182.454095203,254547.29280875245,3364682.454095203,0.651419,170175.405,0,0.469614,0.530386,0.305916,0,1
q_007,s500_x254672.293_y3364432.454,500.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x254672.293_y3364432.454.png,254672.29280875245,3364432.454095203,254422.29280875245,3364182.454095203,254922.29280875245,3364682.454095203,0.488697,127666.324,0,0.154947,0.845053,0.075722,0,1
q_007,s700_x254397.293_y3364157.454,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254397.293_y3364157.454.png,254397.29280875245,3364157.454095203,254047.29280875245,3363807.454095203,254747.29280875245,3364507.454095203,0.601064,157020.705,1,0.656916,0.343084,0.394849,1,0
q_007,s700_x254397.293_y3364682.454,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254397.293_y3364682.454.png,254397.29280875245,3364682.454095203,254047.29280875245,3364332.454095203,254747.29280875245,3365032.454095203,0.779906,203741.159,0,0.096261,0.903739,0.075074,0,1
q_007,s700_x254380.470_y3364085.367,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-87.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254380.470_y3364085.367.png,254380.4698876719,3364085.3665024354,254030.4698876719,3363735.3665024354,254730.4698876719,3364435.3665024354,0.432569,113003.439,1,0.002706,0.997294,0.001170,0,1
q_007,s700_x254383.525_y3364073.418,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254383.525_y3364073.418.png,254383.5249487518,3364073.417860814,254033.5249487518,3363723.417860814,254733.5249487518,3364423.417860814,0.406263,106131.411,1,0.096265,0.903735,0.039109,0,1
q_008,s700_x254421.869_y3365387.480,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-87.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254421.869_y3365387.480.png,254421.86911584332,3365387.480292981,254071.86911584332,3365037.480292981,254771.86911584332,3365737.480292981,0.450213,118429.022,1,0.012281,0.987719,0.005529,0,1
q_008,s500_x254324.835_y3365275.528,500.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x254324.835_y3365275.528.png,254324.83531152448,3365275.5278006354,254074.83531152448,3365025.5278006354,254574.83531152448,3365525.5278006354,0.413901,108877.124,1,0.978172,0.021828,0.404866,1,0
q_008,s700_x254424.835_y3365375.528,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_70-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254424.835_y3365375.528.png,254424.83531152448,3365375.5278006354,254074.83531152448,3365025.5278006354,254774.83531152448,3365725.5278006354,0.477209,125530.498,1,0.656901,0.343099,0.313479,1,0
q_008,s500_x254158.067_y3365053.442,500.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x254158.067_y3365053.442.png,254158.06710738334,3365053.4419510043,253908.06710738334,3364803.4419510043,254408.06710738334,3365303.4419510043,0.430827,113329.518,0,0.154943,0.845057,0.066754,0,1
q_008,s700_x254408.067_y3364778.442,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254408.067_y3364778.442.png,254408.06710738334,3364778.4419510043,254058.06710738334,3364428.4419510043,254758.06710738334,3365128.4419510043,0.730609,192187.632,0,0.012302,0.987698,0.008988,0,1
q_008,s700_x254408.067_y3365303.442,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-87.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254408.067_y3365303.442.png,254408.06710738334,3365303.4419510043,254058.06710738334,3364953.4419510043,254758.06710738334,3365653.4419510043,0.638645,167996.394,1,0.002701,0.997299,0.001725,0,1
q_008,s500_x254311.063_y3365041.491,500.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x254311.063_y3365041.491.png,254311.06292971745,3365041.490741796,254061.06292971745,3364791.490741796,254561.06292971745,3365291.490741796,0.711911,187269.218,0,0.469611,0.530389,0.334321,0,1
q_008,s500_x254686.063_y3365041.491,500.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x254686.063_y3365041.491.png,254686.06292971745,3365041.490741796,254436.06292971745,3364791.490741796,254936.06292971745,3365291.490741796,0.413685,108820.254,0,0.154935,0.845065,0.064094,0,1
q_008,s700_x254411.063_y3364766.491,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254411.063_y3364766.491.png,254411.06292971745,3364766.490741796,254061.06292971745,3364416.490741796,254761.06292971745,3365116.490741796,0.707969,186232.237,0,0.656909,0.343091,0.465071,1,0
q_008,s700_x254411.063_y3365291.491,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254411.063_y3365291.491.png,254411.06292971745,3365291.490741796,254061.06292971745,3364941.490741796,254761.06292971745,3365641.490741796,0.665954,175180.065,1,0.096258,0.903742,0.064103,0,1
q_008,s700_x254394.267_y3364694.404,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-87.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254394.267_y3364694.404.png,254394.2673646185,3364694.404020838,254044.2673646185,3364344.404020838,254744.2673646185,3365044.404020838,0.549704,144600.418,0,0.002703,0.997297,0.001486,0,1
q_008,s700_x254397.293_y3364682.454,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254397.293_y3364682.454.png,254397.29280875245,3364682.454095203,254047.29280875245,3364332.454095203,254747.29280875245,3365032.454095203,0.524284,137913.619,0,0.096261,0.903739,0.050468,0,1
q_009,s500_x254686.063_y3364666.491,500.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x254686.063_y3364666.491.png,254686.06292971745,3364666.490741796,254436.06292971745,3364416.490741796,254936.06292971745,3364916.490741796,0.431510,113480.475,0,0.317342,0.682658,0.136936,0,1
q_009,s700_x254936.063_y3364766.491,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254936.063_y3364766.491.png,254936.06292971745,3364766.490741796,254586.06292971745,3364416.490741796,255286.06292971745,3365116.490741796,0.501004,131756.350,0,0.012284,0.987716,0.006154,0,1
q_009,s500_x254839.058_y3364654.565,500.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-89.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x254839.058_y3364654.565.png,254839.0576404855,3364654.5652137767,254589.0576404855,3364404.5652137767,255089.0576404855,3364904.5652137767,0.520990,137012.368,0,0.978146,0.021854,0.509604,1,0
q_009,s700_x254939.058_y3364754.565,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_71-89.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254939.058_y3364754.565.png,254939.0576404855,3364754.5652137767,254589.0576404855,3364404.5652137767,255289.0576404855,3365104.5652137767,0.520990,137012.367,0,0.656911,0.343089,0.342244,1,0
q_009,s500_x254672.293_y3364432.454,500.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x254672.293_y3364432.454.png,254672.29280875245,3364432.454095203,254422.29280875245,3364182.454095203,254922.29280875245,3364682.454095203,0.658264,173113.402,0,0.154947,0.845053,0.101996,0,1
q_009,s700_x254922.293_y3364157.454,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254922.293_y3364157.454.png,254922.29280875245,3364157.454095203,254572.29280875245,3363807.454095203,255272.29280875245,3364507.454095203,0.585545,153989.394,1,0.012303,0.987697,0.007204,0,1
q_009,s700_x254922.293_y3364682.454,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254922.293_y3364682.454.png,254922.29280875245,3364682.454095203,254572.29280875245,3364332.454095203,255272.29280875245,3365032.454095203,0.672686,176906.191,0,0.002699,0.997301,0.001815,0,1
q_009,s500_x254825.317_y3364420.530,500.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-89.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x254825.317_y3364420.530.png,254825.31714087684,3364420.5298480103,254575.31714087684,3364170.5298480103,255075.31714087684,3364670.5298480103,0.817357,214952.392,0,0.469659,0.530341,0.383879,0,1
q_009,s700_x254925.317_y3364145.530,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-89.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254925.317_y3364145.530.png,254925.31714087684,3364145.5298480103,254575.31714087684,3363795.5298480103,255275.31714087684,3364495.5298480103,0.561860,147760.712,1,0.656917,0.343083,0.369095,1,0
q_009,s700_x254925.317_y3364670.530,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-89.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254925.317_y3364670.530.png,254925.31714087684,3364670.5298480103,254575.31714087684,3364320.5298480103,255275.31714087684,3365020.5298480103,0.692789,182193.117,0,0.096275,0.903725,0.066699,0,1
q_009,s700_x254908.525_y3364073.418,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254908.525_y3364073.418.png,254908.5249487518,3364073.417860814,254558.5249487518,3363723.417860814,255258.5249487518,3364423.417860814,0.432935,113855.349,1,0.002701,0.997299,0.001169,0,1
q_009,s700_x254911.579_y3364061.495,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-89.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254911.579_y3364061.495.png,254911.57889737896,3364061.4948948845,254561.57889737896,3363711.4948948845,255261.57889737896,3364411.4948948845,0.408936,107543.965,1,0.096279,0.903721,0.039372,0,1
q_010,s700_x254922.293_y3364157.454,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254922.293_y3364157.454.png,254922.29280875245,3364157.454095203,254572.29280875245,3363807.454095203,255272.29280875245,3364507.454095203,1.000000,75040.968,1,0.012303,0.987697,0.012303,0,1
q_010,s200_x254975.317_y3364045.530,200.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-89.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s200_x254975.317_y3364045.530.png,254975.31714087684,3364045.5298480103,254875.31714087684,3363945.5298480103,255075.31714087684,3364145.5298480103,0.484464,36354.669,1,1.000000,0.000000,0.484464,1,0
q_010,s300_x254950.317_y3363945.530,300.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-89.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s300_x254950.317_y3363945.530.png,254950.31714087684,3363945.5298480103,254800.31714087684,3363795.5298480103,255100.31714087684,3364095.5298480103,0.421371,31620.061,0,0.989033,0.010967,0.416750,1,0
q_010,s300_x254950.317_y3364170.530,300.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-89.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s300_x254950.317_y3364170.530.png,254950.31714087684,3364170.5298480103,254800.31714087684,3364020.5298480103,255100.31714087684,3364320.5298480103,0.660010,49527.793,1,1.000000,0.000000,0.660010,1,0
q_010,s300_x255175.317_y3364170.530,300.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-89.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s300_x255175.317_y3364170.530.png,255175.31714087684,3364170.5298480103,255025.31714087684,3364020.5298480103,255325.31714087684,3364320.5298480103,0.407662,30591.342,0,0.288674,0.711326,0.117682,0,1
q_010,s500_x254825.317_y3364045.530,500.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-89.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x254825.317_y3364045.530.png,254825.31714087684,3364045.5298480103,254575.31714087684,3363795.5298480103,255075.31714087684,3364295.5298480103,0.741725,55659.755,1,0.977029,0.022971,0.724687,1,0
q_010,s500_x255200.317_y3364045.530,500.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-89.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s500_x255200.317_y3364045.530.png,255200.31714087684,3364045.5298480103,254950.31714087684,3363795.5298480103,255450.31714087684,3364295.5298480103,0.707268,53074.103,1,0.317006,0.682994,0.224208,0,1
q_010,s700_x254925.317_y3364145.530,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_72-89.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254925.317_y3364145.530.png,254925.31714087684,3364145.5298480103,254575.31714087684,3363795.5298480103,255275.31714087684,3364495.5298480103,1.000000,75040.968,1,0.656917,0.343083,0.656917,1,0
q_010,s700_x254908.525_y3364073.418,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-88.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254908.525_y3364073.418.png,254908.5249487518,3364073.417860814,254558.5249487518,3363723.417860814,255258.5249487518,3364423.417860814,1.000000,75040.968,1,0.002701,0.997299,0.002701,0,1
q_010,s700_x254911.579_y3364061.495,700.0,/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_73-89.tif,/mnt/d/aiproject/imagematch/output/coverage_truth_200_300_500_700_dinov2_baseline/fixed_satellite_library/tiles_native/s700_x254911.579_y3364061.495.png,254911.57889737896,3364061.4948948845,254561.57889737896,3363711.4948948845,255261.57889737896,3364411.4948948845,1.000000,75040.968,1,0.096279,0.903721,0.096279,0,1
